,user_name,user_location,text,likes,date
2534,__T__A__20, سوهاج ,لما اكون في فرع فودافون والموظفه تقوللي هات رقمك https://t.co/jpuh4mF8tM,3,2020-05-09
2541,Muhammed_Azzazi, سوهاج ,فودافون مجددوش الباقة 💔 https://t.co/rjs3nCA5Ni,2,2020-04-17
2543,3oss_xD, سوهاج ,"خلاص الفرح اونلاين وبالنسبة للنقطة هبعت رقم فودافون كاش يا اهلي وحبايبي 😂💔
@Zi2Reda https://t.co/5yqgmhoJRI",0,2020-04-06
2544,M7md_dakrory, سوهاج ,انا هسمع كلام فودافون😂❤️❤️ https://t.co/EFbxCvMRI2,1,2020-03-19
2547,HADREs0, سوهاج ,"أوسخ شبكة ف العاااااللم 
يا شبكة عرة مافكيش راجل يا شبكة كل حريمهم حلوة 😌
 #قاطعوا_فودافون",3,2019-12-03
2570,NaderElshamandy, سوهاج ,اعلان orange يا جماعه ✋️💜,0,2018-05-18
2589,Osama_Abo_Nagy, سوهاج ,إعلان إتصالات 😙😔 https://t.co/lLsolb5rGq,2,2017-05-29
2592,mostafaXmahmoud, سوهاج ,"الدنيا ربيع والجو بديع 😃
#شم_النسيم #sunflower🌻 #flowers #flower #spring #nature #orange #yellow #white #mobile_phoneography #vsco 🌸🌺🌹🌷🌻☘️ https://t.co/vR8kLFuAYz",11,2017-04-17
2596,AhmedORagheb, سوهاج ,"اتصالات هي الحل 👌
@EtisalatMisr https://t.co/2GwiGfNYxf",1,2016-12-21
2598,Hesho_1, سوهاج ,اتصالات والله https://t.co/8ELr8m0Lgq,0,2016-11-25
2604,MostafaMousta, بني سويف ,لما تدخل فرع فودافون في اسماعيلية . https://t.co/jVpOsXkWrm,0,2021-11-23
2609,theonlyhindo, بني سويف ,حد نت اتصالات موبايل بطيء معاه,0,2021-03-01
2610,medhatic, بني سويف ,النيزك قرب والله ياجماعه... مواطن رايح يشحن رصيد من فرع فودافون راكب الحمار بتاعه وبيخبط عليهم بالعصا 😂😂😂😂 https://t.co/r4UbWtNuEF,0,2020-01-05
2611,Ahmed_Ayman555, بني سويف ,مفروض ان دا اول سالري ليا يا فودافون شكرا 😂♥️💰 https://t.co/lxod6qzXtY,2,2019-12-26
2614,CTahahh2, بني سويف ,كلهم حراميه ماعدا اتصالات عشان انا مبتعملش مع حراميه #فودافون_حراميه,0,2019-11-16
2620,hossamahmed0144, بني سويف ,الطفولة كلها ف رقصه فاندام شريط الفيديو وفيلمkickboxer  ياااه أيام شكرا اتصالات ❤️@EtisalatMisr https://t.co/b1oyjAIVxW,0,2019-05-07
2621,Mekky90, بني سويف ,"اخبار شبكة #فودافون @VodafoneEgypt 
في #بني_سويف ايه؟ https://t.co/dF92QcnYus",1,2018-07-05
2634,IbrahimMadoy, بني سويف ,نسيت الرقم السري لتطبيق فودافون  01003682936 ساعدونا https://t.co/jDDOcPE3p1,0,2018-01-13
2635,3bdo_sayed51, بني سويف ,الناس اللى فودافون تدخل الكود دا و هيجلها 500 ميجا ببلاش https://t.co/G9BNN5dqKA,0,2018-01-09
2645,Kappo_O, بني سويف ,كلهم 012 عشان اورانج ههه https://t.co/sOQNuA4NrF,0,2016-10-05
2651,Kappo_O, بني سويف ,ليه واحد اشتغل كول سنتر في فودافون يروح يعملنا ايفنت و يتكلم عن انجازته الفشيخة ليه 🐔,0,2016-07-01
2655,E2K4GfRjPJfLt08, بني سويف ,آصاله ،، اتصالات 😍 https://t.co/u10b4I3ZAl,3,2016-06-11
2664,IPikachu0, بني سويف ,شكرا خدمة عملاء فودافون 👌💪,0,2016-05-27
2665,IPikachu0, بني سويف ,مش عيب كدا يا فودافون ؟ https://t.co/0sm3iCixjT,0,2016-05-26
2667,moustafa_nagi, بني سويف ,"https://t.co/mQkQusuwdv
حلو اعلان الاهلي من فودافون ده جداً 😃👍
 حاجة نضيفة 
@VodafoneEgypt",0,2016-04-19
2668,IPikachu0, بني سويف ,بتكتبوا فرانكو كمان  @Orange_Egypt,0,2016-03-20
2673,IPikachu0, بني سويف ,هو ايه كود باقة العشرة جنية الاضافية بلا حدود الغير متجددة تلقائيا يا فودافون ؟,0,2016-01-18
2676,M_R_Elbadawy, بني سويف ,افتخر انت اهلاوي متفائل بعودة فودافون هيجي اليوم اللي هبقي فيه سبونسر للنادي الاهلي ان شاء الله ❤️👌🏻,0,2015-11-26
2677,M_R_Elbadawy, بني سويف ,تعرف انك منحوس امتا اما تجدد الباقه وبعدها ب خمس دقايق يجيلك مسج يقولك بكرا خصم 50% علي الباقه 😞 ولاد الكلب اتصالات,0,2015-11-25
2683,yoyootwix, بني سويف ,"كله يرقص  -  كول تون موبينيل 50529953: http://t.co/cfiK94MU3s
يا زمالك يا عمرري ❤
اي اغنية للزمالك بتخليني انشكح بجد 😁
#الزمالك_بطل_الدوري 😍",0,2015-07-29
2689,Oosha100, بني سويف ,#فودافون جميل 😍😍❤ http://t.co/RfOOEFkxsG,1,2015-06-18
2693,Hisham_251, بني سويف ,اتصالات الحمد لله https://t.co/lfRgAx42Xv,0,2015-04-20
2696,zizoelsawi, بني سويف ,حسبى الله ونعم الوكيل فيكم #اتصالات_مصر,0,2015-03-13
2697,sheriftion, بني سويف ,#3alahwa هو احنا دخلنا فرع موبينيل ولا ايه 😂,0,2015-02-20
2698,IPikachu0, بني سويف ,الشبكة خرا على فكرة يا فودافون,0,2015-02-15
2707,MahmoudHalawy, قنا ,شركه فودافون تحت السيطره خلاص https://t.co/71F4DGWw7R,3,2021-11-23
2712,AhmedSelimEG20, قنا ,"اقسم بالله @VodafoneEgypt بقت بتستظرف؟
عاملين ليا عرض خاص على الباقة
(ادفع ١٥ج بدلا من ١٥ج بس)
و استمتع ب جيجا و نص على شهرين؟؟!!
انا بخلص الجيجا و نص دي في اليوم يا شركة على ما تفرج 
#فودافون #الشبكة_الاسوأ_في_مصر https://t.co/TFsEkjlYmJ",0,2021-05-25
2730,AElzmzmy, قنا ,فودافون بيزنس .. فاشل وعقيم https://t.co/kjY2cyNAbv,1,2019-07-13
2735,Elshemy_III, قنا ,"بصراحه اعلان اتصالات عاجبنى فشخ و بذات و هو بيقول القطه نو و الكلب هاو والدش سخن و الفرش نمر 😂😂😂
@EtisalatMisr 👏🏻👏🏻🔥",1,2019-01-18
2737,hOSBAd, قنا ,"هههههخخخععع #فودافون نزلت ضريبة جديدة ، أو بمعنى اصح وزارة المالية ، فبعتالى بتقولى تم خصم ١٠ جنية إضافية لكل عملاء الفاتورة اسمها "" #ضريبة تنمية موارد الدولة"" . https://t.co/QVDpLy7REm",1,2018-08-26
2739,Haitham_Amin19, قنا ,نورت فودافون 😘😍 ياابو صلاح @22mosalah https://t.co/WYjbxlhM1x,1,2018-03-15
2745,TarekMousaa, قنا ,ولسه اتصالات بتتبع اسلوب تضليل العملاء بعدم توضيحها لانظمتها وعروضها توضيح وافي.. غير محدود دي يعني مفيش عدد جيجات محدودة تستخدمها شهريا؟ https://t.co/aDbllb422v,0,2017-10-21
2751,ahmed_elbolok_, قنا ,ثغرات النت المجانى بتاعت فودافون وقفت 😔 https://t.co/053mxZbdsc,6,2017-04-02
2752,tal3t_2, قنا ,عندك اتصالات بتاخد بال 50 جنيه بدون وجه حق https://t.co/jbdtQztFld,0,2017-02-21
2753,JigsawPolice, قنا ,اتصالات حبيبتي 😍😂 https://t.co/2m6uWaRkxn,0,2016-11-14
2755,tal3t_2, قنا ,مش عيب لما افتح البرنامج بتاع اتصالات الاقي اعلان اورنج https://t.co/2FPMkJarQi,0,2016-10-26
2761,JigsawPolice, قنا ,"هي اتصالات جمع اصاله ؟!
بيس يا مان بيس رمضان كريم 
@EtisalatMisr @AssalaOfficial https://t.co/paFs0N6y6l",1,2016-06-05
2764,hishammoubarak, قنا ,"ولو جابت اتصالات يبقى نديهم لليمن وخلاص 
@khaled_dakrony @MohamedAzzs  @mshmsh_dr @wessam_elhadad @Ameraelshemy https://t.co/Bk7vZzAKeF",5,2016-04-12
2765,mero_201331, قنا ,يلا فانز عباس ادخلوا هنا واطلبوا ياما عملت كول تون موبينيل ردت علينا 🏃🏃 #MohammadAbbas  https://t.co/a7XM3WgrxM,79,2016-02-06
2776,Fahd_khaleed, قنا ,"باعتنلي فاتورة ب70ج واصلا الخط مكنش شغال طول الشهر
 #فودافون_بتسرقنا https://t.co/UPhSiQNyTV",3,2015-11-09
2788,Coffee_Vodka_87, قنا ,"هو اسمه احمد حلمي انا كتبتها احمد ذكي😂😂😂😂😂😂😂🚶🚶🚶🚶🚶🚶🚶
#مين_ناقص_ف_أعلان_فودافون   https://t.co/CZaXBBvcdK",0,2015-06-25
2799,aflamycyou1, البحيرة ,"باي باي فودافون ايجيبت
#مصر_الرقميه_من_غير_نت https://t.co/8ixxztJiqO",6,2022-08-31
2800,Urfavvsky, البحيرة ,الحقيقه اني زهقت من ارقام فودافون الزفت اللي بتصحيني من النوم كل يوم دي https://t.co/rwfLwg0cxt,0,2022-08-31
2801,Ahmed_Toldo_13, البحيرة ,جزء كبير من مشاكلى فى الانترنت فى اسكندرية اتحلت لما جبت رواتر هوائي من فودافون لان الشبكة كويسة في البيت والسرعة كويسة ابلود وداونلود اه فلوس اغلى طبعا بس راحة البال بفلوس وكنوز الدنيا,18,2022-08-31
2803,FatmaHatim2, البحيرة ,وأنا ف اعدادي كان في واحده دايما بتتنمر عل شكلي وشعري وهي كان شعرها سلك ناشف بتاع المواعين وكان في وصله فودافون رابطه م بين حاجبها اليمين والشمال مش عارفه ازاي كنت بسكت واروح اعيط لأمي بس ال انا فرحانه بيه إني طفشت من خلقت شكلها,0,2022-08-30
2804,DoclexIRL, البحيرة ,ممكن يا جماعة اي حد اسمه عماد الرفاعي وكان معاه رقم فودافون اخره ٢٤٤٢ يقول للناس انه ساب الرقم عشان انا طلع ميتين امي؟ ارجوك يا حج عماد بقالي ٧ سنين شغال في التيك وحاسس اني كول سينتر بسببك,2,2022-08-30
2806,MoGaalal, البحيرة ,فودافون دو اوسخ شركة ممكن حد يشتغل فيها والله,0,2022-08-29
2807,haraf_oo, البحيرة ,"بطبخ وانا ساكته✖️
بطبخ كإن في كاميرا وبحكي للمشاهدين الوصفة وبستقبل اتصالات✔️",13,2022-08-29
2809,salma_moh9, البحيرة ,"٥٠٠ و بكون مرعوبه متكفيش اصلا و لازم يكون معايا الكريديت كارد و فلوس ف فودافون كاش احتياطي
لما بنزل ب ١٥٠٠، ٢٠٠٠ بحس اني اوكيه ف الامان نوعا ما
القاهره بتاعت صرف كتير فشخ بجد https://t.co/5WQpyLejQq",2,2022-08-28
2810,mayaldabaa, البحيرة ,فكرتني بزياد وهو بيقولي الناس في فودافون يو كيه بيقولوا على ال call قحال وهي بتقول جيلي كولا https://t.co/HMTmEPIq4E,3,2022-08-28
2814,mid027, البحيرة ,اورانج كل يوم بتبعتلي مورنينج تيكست 😌 https://t.co/YUEonp2zyh,0,2022-08-26
2818,akazenmind, البحيرة ,هو قسم إلكترونيات هو نفسه اتصالات ولا دول قسمين ؟ — هو https://t.co/JJJBgUNniS,0,2022-08-24
2821,SalmaAl08844527, البحيرة ,طب ما بجد هي لسة موبينيل🙂 https://t.co/MmfvP3O2yC,1,2022-08-23
2822,MM_6_7_MM__, البحيرة ,انا مش عارف بصراحه عرفتو ازاى انى معايا خط اتصالات بس شكراً يعنى ♥️🤝 https://t.co/xYyU6g5rBB,2,2022-08-22
2842,Radwan60732150, البحيرة ,مشربش Orange Juice و مكلش ذبادى فى السحور https://t.co/gmlPr8moEU,1,2022-04-11
2848,HebaMag94992196, البحيرة ,"اعلام فودافون ينافس اعلان البريد المصري ع الافضل 
بص ورااه ملقاش حد بيطري وراها كمل لوحده 🥰❤️ https://t.co/TON1W7iHip",4,2022-04-02
2851,M_T1313, البحيرة ,"عميلنا العزيز،
نعتذر عن تأثر الخدمة بالأمس الأربعاء 30 مارس عند بعض العملاء لمدة أستمرت أقل من ساعة بسبب إنقطاع كابل خارج عن إرادتنا.
حرصاً منا على رضائك،
 لأخر اليوم مكالماتك لعملاء فودافون مجانية https://t.co/jcmbKSEOFo",1,2022-03-31
2869,SamarAlokaily, البحيرة ,طب قول بحب يا فودافون ٣ مرات في المايك 😂😂 https://t.co/XCyXJwy2Yu,0,2021-12-20
2873,M_T1313, البحيرة ,"إعلان اتصالات الجديد 
أغنية حميد الشاعري 
https://t.co/L2kLBl7AVf",4,2021-11-27
2874,AMaher200, البحيرة ,اي حد فودافون وموبايله سامسومج يكتب الكود ده *2001# وهيجيليه الهديه 😂❤ https://t.co/gTQxZAvQ0b,2,2021-11-27
2875,ttttarek, البحيرة ,"الماركيتنج يا جدعان 😂😂
#فودافون https://t.co/8x4DG68eOX",3,2021-11-22
2876,monaelroumy, البحيرة ,"فودافون من التدريب والنظام الى الفهلوة ...
من الزبون على حق الى اضرب الزبون واعميه ضرب... https://t.co/z408DsJFx7",4,2021-11-22
2878,ahmed_elnaggar5, البحيرة ,تسريب اعلان فودافون بتاع رمضان 😂#فودافون https://t.co/auUomKrHeY,8,2021-11-20
2879,ahmed_elnaggar5, البحيرة ,"فودافون بتأدب العملا 😂
😆😆عجنوا العميل منهم لله

#فودافون https://t.co/dzenolM8AW",1,2021-11-20
2883,AbdallaAboHgr77, البحيرة ,"قسم اتصالات : 
ابصم ابصم ابصم ابصم 🙂 https://t.co/Z6Fov8zYCQ",0,2021-11-19
2889,ahmed_fawzy25, البحيرة ,"Listen to ORANGE - اعلان اورانج موبينيل -  وبحتاج لك وتحتاج لى by Samy Salib 彡[ S@mY 4jc ]彡 on #SoundCloud
https://t.co/A4SAPesXRe",0,2021-10-10
2891,mysoulfeto, البحيرة ,"خصوصا لما بنشوف اعلان محمد صلاح
 هو فعلا بيتكلم ع فودافون الي عندنا و لا عنده 🙄 https://t.co/DucLrcSb3T",0,2021-10-01
2899,salmabouzied, السويس ,#NowPlaying “اللي بينا حياة (مع عمرو دياب)” by فودافون MUSIC on #Anghami https://t.co/l8fHX4cfa0,0,2022-08-31
2900,salmabouzied, السويس ,#NowPlaying “الدنيا بترقص (مع عمرو دياب) [حصرياً]” by فودافون MUSIC on #Anghami https://t.co/XsIvvHkBcG,0,2022-08-31
2903,AhmedElsayed07_, السويس ,فودافون : احنا في خدمة ميتين امك يا فندم . https://t.co/NZrCi1tdDL,1,2021-11-20
2906,suez_egypt2020, السويس ,مناطق كتير في السويس متضررة من الانقطاع المستمر للكهرباء ، وموظفين شبكة الكهرباء مش بيردوا على إتصالات المواطنين عليهم ، معاك أنه تخفيف أحمال بسبب ارتفاع درجة الحرارة ، بس ماينفعش الكهرباء تفضل مقطوعة عن مناطق بالـ 5 الي 14 ساعة ، ياريت تاخدوا بعين الرحمه من الأطفال وكبار السن,20,2021-08-08
2908,Cinderella50002, السويس ,فودافون ادت شريهان 2مليون دولار  ...وجات على 3جنية الى مستلفهم قرمط وقفو الخط 😧😏🤭 https://t.co/ezSua9n2HT,16,2021-04-23
2909,suez_egypt2020, السويس ,"يوم الجمعه المشاريب ببلاش ☕ 
تم بحمدالله الانتهاء من اعمال التجديد و فتحنا في ايام شهر الخير شهر اللمه و العزومات عشان كدا قررنا نعزم السويس كلها في Nuts 🥜ونتلم كلنا يوم الجمعه 4/23
-المشاريب Free
1-اسبريسو
2-قهوه
3-شاي
4-ميكاتو
الكورنيش الجديد_لوسيندا_جانب فرع اتصالات https://t.co/lXmjkDcHDf",18,2021-04-21
2911,X__YoUsSef__X, السويس ,*لما اتفرج علي اعلان فودافون* https://t.co/J5xea28ygF,1,2021-04-15
2912,yasmin_fared, السويس ,اعلان اتصالات اتعمل ع اسمي https://t.co/yBwydiKxsH,2,2021-04-05
2918,el3amawyy, السويس ,خدمه العلماااا بتاعت اتصالات😂😂😂😂 https://t.co/5aPnCb0iq1,1,2020-12-28
2923,Mohamed527362, السويس ,"شركه فودافون في شرم الشيخ 🔥🔥👌
#Bitcoin https://t.co/hItsao2Taa",1,2020-11-10
2924,inaramez, السويس ,خطوط الموبايل اتصالات واقعة بقالها كذا ساعة. حد عنده نفس المشكلة؟ @EtisalategyptE,1,2020-10-08
2926,EsraaMohamed141, الفيوم ,"كنت بشحت دقايق من اورانج اتكلم بيهم 
ومش لاقية كود مجاني ولا نافع استلف..

اول ماقطعت علاقتي بالناس كلها ومبقتش اكلم حد: https://t.co/EPfMiUb9Qz",3,2022-03-16
2927,Ahmed_Arabi7, الفيوم ,"لم تروح فودافون علشان توقف باقه النت😂😂
@VodafoneEgypt https://t.co/FrmTI5XAcY",4,2021-11-22
2928,Ahmed_Arabi7, الفيوم ,مع فودافون هتضرب وهتضرب😂💔 https://t.co/fLLuTfLdwT,13,2021-11-22
2929,Ahmed_Arabi7, الفيوم ,عاجل : تسريب اعلان فودافون رمضان 2020 https://t.co/dKENNM2gKZ,6,2021-11-21
2931,S_Abdullah990, الفيوم ,"شركة فودافون الكوالتي بتاعها قل كتير جدًا عن زمان .. دلوقتي لما تسال اي موظف عن حاجه ميعرفش يفيدك ولا يرد وكل شويه تسمع كلام مختلف من موظف للتاني ،، برغم الاول كانت عكس كدا تماما 🤷‍♂️
@VodafoneEgypt https://t.co/iv6DrhyLlj",3,2021-07-16
2934,S_Abdullah990, الفيوم ,حد يعرف عرض ع باقة نت فودافون ؟,8,2021-02-09
2936,AliMoHamedX13, الفيوم ,مع السلامة يا فودافون يا حراميه 😂😂😎 https://t.co/BA4NI7ddOy,0,2020-10-06
2937,55_kah, الفيوم ,لقد تم دعوتك لتنزيل تطبيق ماي اتصالات. حمل التطبيق لتحصل على ميجابايتس هدية https://t.co/wSsE3fWZzR,0,2020-08-01
2940,doctoranafsia, الفيوم ,فودافون دي قلبي😂♥️ @VodafoneIN https://t.co/rr9Uqw6MY7,2,2020-03-19
2941,DVxSijLF2b7SeH7, الفيوم ,وweكمان والنبي  #قاطعوا_فودافون,0,2019-12-02
2943,eeahmedzidan, الاسماعيلية ,بجاحة الدنيا كلها فودافون خلصتها 🙄 https://t.co/5WTN1izBLi,4,2022-01-01
2944,Hassan_Aldakn, الاسماعيلية ,لما تدخل فرع فودافون في اسماعيلية 😂 https://t.co/IvPmji4Ond,0,2021-11-21
2946,Abdelwahab0051, الاسماعيلية ,جوارديولا و انيستا معاهم ارقام اورانج 🤣🤣🤣🤣 https://t.co/QiAg2LUwEU,0,2021-08-07
2949,ialaaashraf, الاسماعيلية ,انا نزلت أروح ل فودافون لاقيت الناس عادي ولا في كورونا ولا اي حاجة و الدنيا زحمه 😭,1,2021-05-02
2950,Mohamed35942410, الاسماعيلية ,"شحنه فودافون 
اللي خطه فودافون يكلمني عشان اضيفه ف التيم بتاعي 
رمضان كريم ❤ https://t.co/NcwhCGFp7H",3,2021-04-13
2951,Esraaasaber, الاسماعيلية ,انا اتكرمت من اورانج بحق و حقيقي🙊و طلعت اشطر كتكوتة بجد يعني🐥 https://t.co/nIdabUT8ek https://t.co/noEaXiLaZp,10,2021-04-04
2955,Gamal__Elsayed, الاسماعيلية ,"🚨توضيح مهم🚨 
ثانيا
معظم الأمور تم الاتفاق عليها بين كابتن إيهاب وإدارة الإسماعيلى وبالفعل كان هناك اتصالات قوية خلال الساعات القليلة الماضية ولكن رغبة نادى المقاصة فى استمرار كابتن إيهاب حسمت الأمور 
كابتن إيهاب كان واضح من البداية وقال موافقة المقاصة شرط أساسى لتدريب الدراويش https://t.co/yi9ICeaG35",2,2021-01-20
2957,HamadaZayitun, الاسماعيلية ,#فودافون_حراميه @MCIT_News  @VodafoneEgypt  ياوزير الاتصالات لحد امته واحنا هنتسرق علني من شركه سيئه زي فودافون حسبي الله ونعم الوكيل في كل واحد ساهم ف سرقتنا يعني اشحن ب ٣٠٠ جنيه عشان باقه النت  طبعا غير باقه الفليكس ومفيش نت وضعيف وسيي للغايه @AlsisiOfficial https://t.co/6Xb2CnA1ZB,0,2020-09-04
2958,HamadaZayitun, الاسماعيلية ,"#فودافون_حراميه
 سوال يا @VodafoneEgypt هو بقي عندكم خصم ضريبه يوميه علي العملاء والا ايه بالضبط انا معتش فيه ثقه بيني وبينكم البته مش هقول غير حسبي الله ونعم الوكيل عموما بعد صبر طويل عليكم قررت اني احول علي شركه تانيه https://t.co/b8NJ5lwUJj",0,2020-09-04
2959,HamadaZayitun, الاسماعيلية ,"#فودافون_حراميه
للاسف انتو شركه سيئه وخدمه عملاء زي الزفت عايز افهم ازاي اجدد باقه النت وتاخدو حقكم وماخدش حقي النت زي الزفت ولما كلمت خدمه العملاء واحد قالي برجع اتصل بيك بعد ربع ساعه والتاني يقفل الخط ف وشي @VodafoneEgypt غير ان كان باقي معايا رصيد ويتخصم يوميا ضريبه من الشركه https://t.co/iiPUylv1KF",0,2020-09-04
2960,islamgawish, الاسماعيلية ,الاغنية كانت هتبقى مقبولة لو كانت في مطلع الالفينات ايام ما فودافون لسة كليك https://t.co/6MsThQL6Oc,13,2020-08-02
2961,_momaged, الاسماعيلية ,انا اسف يا اورانج بس الشغل شغل https://t.co/XcIMWjfn7j,15,2020-03-24
2964,Mamdohzzz, الاسماعيلية ,"حتى  الكارت الفكه لما بشحنه بأخد  تشيزبرجر Free من ماكدونالدز  
اتصالات دى شركة عظيمة ي جماعه💓
@etisalat
@EtisalatMisr https://t.co/j1z4O3gqFO",2,2020-03-14
2965,qKkJpDmU40zvPnG, الاسماعيلية ,طريقة تسجيل خط فودافون بأسمك بأتباع الشروط الاتية https://t.co/zflqE3jZ9K,0,2020-03-09
2966,Tota33Yara, الاسماعيلية ,سلاما للذين لا يتفقد أحوالهم أحد ولا تأتيهم اتصالات في عتمة الليل ولا حتى سؤال عن طريق الخطأ. https://t.co/W2Q7B3xZ4j,2,2020-02-21
2967,esraamo94205913, الاسماعيلية ,"جماعة م تكسلوش بالله عليكو اي مبلغ ولو 10 ج  
رقم فودافون كاش موجود  تحت 
 كل جنيه هيفرق مع يوسف إدعوله دحلوة ربنا يشفيه ويعمل العملية ويبقي أحسن ♥️♥️♥️♥️ https://t.co/vWBHHnYntq",0,2020-01-24
2968,basimtaha52, الاسماعيلية ,فودافون زفت في العريش https://t.co/pTKRx7lDhf,1,2020-01-15
2969,erinuXx_, الشرقية ,من وقت ما استخدمت اتصالات كاش وانا حرفيا ما بشلش فلوس في جيبي بس ليه اكون محتاج ٥٠ جنيه أروح ألف ع مليون ATM لحد لما الاقي وحده بتطلع خمسينات 😂😂,2,2022-08-29
2973,AhmedSh07452788, الشرقية ,رصيد فودافون مجاني هديه الاصحاب و الاحبابhttps://t.co/wSC4H4qFjJ,0,2022-06-03
2974,karemmansourr, الشرقية ,اعلان فودافون واتصلات صحو حجات كانت ماتت من زمن .,1,2022-04-07
2976,reemz271, الشرقية ,شكرا لشركة اورانج على التهديد في رمضان🥲 طيب خلو رمضان يخلص بعدين هددوا بقفل الشريحة,2,2022-04-03
2977,lil_diabb, الشرقية ,اي حد عايز كود بيدي جيجا فودافون ريبلاي,0,2022-04-02
2979,Mohamed74437197, الشرقية ,اي حد معاه خط فودافون يشغل بيانات الهاتف هيلاقي النت شغال حتي لو مش باقه أو من شبكه فودافون واقعه خدوا الي عليكوا 😂😂,0,2022-03-30
2983,ansaralsona, الشرقية ,شركة فودافون شركة نصب واحتيال وعندى مشكلة معها هل تساعدونى https://t.co/DPeVAupXo2,1,2022-01-11
2985,basemragab911, الشرقية ,"الحالة دي أنا نزلتها بنفسي
وهي أسرة مستحقة جدآ مكونة من راجل وست كبار في السن معندوش مصدر مياه والست بتملئ من عند الجيران ورأسها وجعتها من شيل المياه😟
محتاجين نعملهم سقف ووصلة مياه متوسط التكلفة وصلة المياه 3500 ج
وتكلفة السقف 20000 جنيه 
متاح التبرع علي فودافون كاش 01024698990 https://t.co/n3QUa93gQ8",0,2021-12-23
2987,mohamed34116099, الشرقية ,"#فودافون
يا جماعه انا جاي اشحن الباقه  في حاجه😂😂😂 https://t.co/wMieUTgy32",5,2021-11-21
2988,mohamed65078576, الشرقية ,صدقت فودافون لما قالت في الاعلانات بتاعتها اقوى شبكة في مصر,0,2021-11-20
2989,samy_aty55, الشرقية ,صدقني يا أستاذ عمر نحن نعانى الأمرّين من سوء خدمات فودافون وكمان نلاقى موظفيها اسوأ https://t.co/6f1ur7oGnb,0,2021-11-20
2990,AmrMabdo1, الشرقية ,فون وراوتر وانا فودافون وكلو 😂🔥 https://t.co/qOutRT94CL,5,2021-10-04
2992,IbraHimSaNad10, الشرقية ,ولا حتي شركه فودافون https://t.co/lRGd1StZiq,2,2021-08-29
2993,B_Karaly, الشرقية ,هدايا فودافون الجميلة ♥️ @VodafoneEgypt https://t.co/eA8qBQLZbE,0,2021-07-30
2995,mohraeel_hana, الشرقية ,يارب نفس عزيمه واصرار ماسدجات فودافون في إصرارهم اني اجدد الباقه وانا بقالي سنه مجددتهاش ومش هجددها وهما لسه بيبعتولي رساله كل يوم 🌚🙏🏻🙏🏻🙏🏻🙏🏻,2,2021-06-30
3006,AsmaaElgazar10, الشرقية ,"نصيبي ورزقي وكل حاجه حلوه في الدنيا ربنا رزقني بيها في دفعتي الجميله❤️ ممتنه انني دخلت الكليه دي وبقيت من الدفعة القمرز دي بجد😍 فكرة الرسايل دي طلعت فكرة قمر وكل واحد قال كل كلمه حلوه جواه للتاني💙
#اروش_دفعة_اتصالات_هتمر_ع_هندسه https://t.co/JeaAYuZmdo",2,2021-04-08
3011,supergomaa, الشرقية ,"شركة حرامية وزبالة وعالم وسخه 
#فودافون_مصر_حرامية https://t.co/qQzJhQWLzY",1,2021-03-20
3014,Ebnsalehselim, الشرقية ,شبكه إكرامى شغاله اقوى من شبكه we  اورانج وفودافون واتصالات https://t.co/Qj6vMRz1Al,0,2021-01-11
3019,melshbrawey, الشرقية ,لقد تم دعوتك لتنزيل تطبيق ماي اتصالات. حمل التطبيق لتحصل على ميجابايتس هدية https://t.co/aM9qBhCraB,1,2020-08-08
3023,bent_Maher, الشرقية ,فودافون شالت stay home  يعني ننزل خلاص!!🤔,6,2020-06-22
3026,Hekalka, الشرقية ,"برغم ان الواحد مش فاهم اعلان اتصالات "" عادي أهو "" بس الاعلان حلو جدا بسبب ❤️ أحمد حلمي ❤️",1,2020-04-29
3032,meroo_we_bas, الشرقية ,"هاى 
انا الوحيد تقريبا الى ف مصر فودافون ما بعتتليش stay_ home#  stay safe 
وخرجت مخصووص بعد عزلة تفوق الشهر علشان الكلمتين دول وبردوا مابعتوش الغلط فيا والى فيهم !!؟ 
باى",0,2020-04-06
3033,A7med1648, الشرقية ,"لا لا وحيات ابوكو ما تقطعو النت قبل ما اخلص مسلسلاتى 🙂
@orange",7,2020-04-04
3034,Hala_Elkhamesy1, الشرقية ,وخدمه العملاء بتاعت اتصالات ابرد منهم 👍🏻 https://t.co/pg1OVBMgSy,5,2020-04-02
3036,Mo3tazlotfi, الشرقية ,شكراً شركه فودافون ،، #StaySafe https://t.co/wgx3i6OsTe,1,2020-03-19
3039,elboo8dady, الشرقية ,فودافون بتقلب عليا المواجع https://t.co/hofVUrMNz8,11,2020-03-06
3042,kariimaliii, الشرقية ,ما حد يشوفلنا فودافون ولا عمرو كده قدامهم قد ايه 😂😂 https://t.co/iArRg6vD40,5,2020-02-12
3044,kariimaliii, الشرقية ,"والله الواحد قرف من الموبايلات ..
تخيل واحد حمار بيتصل بيا ع خطي الاتصالات ويقولي ايه بقي 
سلامو عليكو معاك شركة بودافون .. ف انا فاكره حد يعرفني بيهزر قولتله اهلا يا فودافون .. قالي رقمك خش معانا وكسب 😂😂😂
سمع كلمتين حلوين واتوكل علي الله 😂😂",4,2020-02-02
