user_name,user_location,text,likes,date
aliezzedinahmed, أسيوط ,"=الو اتصالات😶
=ايوا يفندم👷
_هو انتو بتسجلو المكالمات❗
=اه يفندم👷
_طب ونبي امي قالتلي اجيب فينو وجبته وإيه تاني😌😂😂😂@S1R_",0,2017-08-07
dado_samir2, أسيوط ,انا فاضي و هقعد مع فودافون لحد ميرجعوا الرصيد 😂,6,2017-07-30
karamkonafa, أسيوط ,"#قاطعو_فودافون_مصر
خطوات تغير الخط والشريحة بنفس الرقم
الذهاب الي اقرب فرع اتصالات وتملي استمارة وتاخد شريحة اتصالات تشتغل بعدها٤٨ساعة",2,2017-07-07
Dr_A_Medhat, أسيوط ,و فودافون 👌🏻 @VodafoneEgypt https://t.co/DbZV7uweBp,0,2017-07-06
nabilmahmoud2, أسيوط ,اتصالات .... كل يوم خازوق جديد ... الدنيا فيها أخطر 🚫🌲🐗🐍🤬,0,2017-07-03
mehmytalaa, أسيوط ,في صدقه جاريه:فودافون كاش  (01065739361 )للى حابب يحول عليه ، أو حابب يوصل للناس حواليه الفكرة و يقدر يساعد معانا إن شاء الله.. https://t.co/ukjHjdb7Z5,5,2017-06-30
Helpawy_, أسيوط ,"من وقت ما عملت باقة فودافون الشبكه عندي ما زاذتش عن شرطتين 
ايه الفقر دا",0,2017-06-30
ahmedabosalah71, أسيوط ,"انا نت اتصالات ومش بستخدم غير تويتر وسوشيال بس من موب حقير
بعمل باقه7جيجا مرتين وباقه سوشيال كل شهر 😏😏 https://t.co/OpPiRO1yGN",1,2017-06-09
TarekMano20, الجيزة ,"وزير اتصالات فاشل 
#مصر_الرقميه_من_غير_نت https://t.co/Kk6cjBqwez",2,2022-08-31
TarekMano20, الجيزة ,لازم نطالب بحقنا وزير اتصالات فاشل #مصر_الرقمية_من_غير_نت https://t.co/bAeqtflcdS,4,2022-08-31
ragefuel123, الجيزة ,انا لما كان عندي ١٥ سنة واتفرجت على a clockwork orange ولقيتهم مشغلين بيتهوفين https://t.co/p3RSI14JDw,1,2022-08-31
TarekMano20, الجيزة ,"وزير اتصالات فاشل 
#مصر_الرقمية_من_غير_نت https://t.co/oeM1JoEuWL",9,2022-08-31
kora_fal3arda, الجيزة ,طريقة إلغاء تحويل المكالمات فودافون 2022 وكود تحويل الرصيد https://t.co/Mm5UeOtOpU,0,2022-08-31
_habiiba_12, الجيزة ,الخطين في موبايلي وفاتحة داتا منهم عادي بس لما حد بيتصل بيديله مقفول معرفش ازاي بس جزيل الشكر لشركة فودافون واتصالات انا فعلاً مش جاي معايا اكلم حد الفترة دي,0,2022-08-31
Sherifa96676330, الجيزة ,♫ #استمع إلى ”الدنيا بترقص (مع عمرو دياب) [حصرياً]“ من فودافون MUSIC على #أنغامي https://t.co/N94fNxAhkj,0,2022-08-31
omarovic966, الجيزة ,فودافون بتضحي ومعيشانا ف دلع https://t.co/dkUHI0luBI,0,2022-08-31
sahrularekboiz, الجيزة ,شعري لونه orange وانتوا؟!,0,2022-08-31
7_osny, الجيزة ,من خلال تجربتكم ايه اسوأ شركة اتصالات اتعاملتم معاها كخدمة عملاء و مستوى خدمة,0,2022-08-31
madhmdy59925175, الجيزة ,"محدش يجدد الاشتراك و أننا نلغى الكول تون وكل الحاجات اللى ممكن تخسرهم فلوس
دى اكواد الغاء الكول تون 
للألغاء علي فودافون اطلب #0*055*
للألغاء علي اتصالات اطلب #5*15*
للألغاء علي وي ابعت رساله لي 7777 مكتوب فيها الغاء
للألغاء علي اورنج ارسل كلمة إلغاء لرقم 9999 او كلمة UNSUB",0,2022-08-31
iimw21, الجيزة ,الاصدقاء نعمه من ربي 💕,0,2022-08-30
hardiabd912, الجيزة ,شعري لونه orange وانتوا؟!,0,2022-08-30
qassem_o, الجيزة ,فودافون معينه شويه بهايم يردو علي الناس بكلم واحد ابن متناكه غبي علي تويتر كل شويه يلطعني ويرجع يقولي العنوان مش صح ابن الاحبه بعته سكرين شوت ان انا باعت العنوان ده قبل كده اكتر من مره ازاي بقي غلط فجأه يبعت نفس الرساله,0,2022-08-30
abulmagd5, الجيزة ,"نظام اهلا كل الناس من اتصالات
#شكرا_الحاوي_وليد_سليمان https://t.co/WONb3qC4ad",0,2022-08-30
NotSoWitty_, الجيزة ,جالي حد النهاردة في الشيفت، مصري عايش حاليا في الإمارات. كلامه كان لطيف وأسلوبه متفهم، واضح وعارف عايز ايه وعرفني اللي محتاجة اعرفه. فالشات كانت سريعة وخفيفة جدا. بعد ما خلصنا قال لي انا كنت ex Vodafone على فكرة -انا في اتصالات- فربنا يقويكي على الشيفت ويخرجك منها على خير.,3,2022-08-30
Ahmed17610509, الجيزة ,سبق بالامس انت قدمت بشكوى ضد شركه اورنج لبيع خط رقم 01201388822 امتلك منذ اكثر من 10 سنوات وحاولت على اتصالات وهذا الرقم الجديد يستقبله موبايلي الخاص,0,2022-08-30
sobhy_doctor, الجيزة ,الحمد لله كده اقدر استلم المرتب على فودافون كاش https://t.co/yKGRaLmTwj,4,2022-08-30
shawky152000, الجيزة ,الربح من الانترنت والسحب علي فودافون كاش 120 جنيه يوميا !! https://t.co/4vNvhtfz8W via @YouTube,0,2022-08-30
glammedsoso, الجيزة ,بعمل شكوة ف فودافون دلوقتي عشان بابا كان محولي رصيد و موصليش، قالي اصلك عملتي مكالمة و اتحسبلك الدقيقة ب ٨ جنية؟؟؟؟؟؟؟؟؟؟؟؟؟,3,2022-08-30
A7medNagy14, الجيزة ,"جبت خط فودافون ريد وحرفيا ندمت جدا يعني 

زبون زبون يعني",0,2022-08-30
sahrularekboiz, الجيزة ,شعري لونه orange وانتوا؟!,0,2022-08-30
kora_fal3arda, الجيزة ,وظائف بالجمله…!! تعلن شركة “فودافون” القطرية عن وجود “وظائف” شاغره ومختلفة بفرعها بدولة قطر وتضع هذه الشروط..! https://t.co/6EpudLPXme,0,2022-08-30
mezoalamor, الجيزة ,"#امسك_حرامي_النت_في_مصر 
الناس إللي خايفه تلغى من وي عشان النت ميطلعش انا لغيت معاهم بليل وتانى يوم العصر كنت مشترك مع اورانج الموضوع بسيييط وهم بيعملوا كل حاجه

الغى هترتاح نفسيا متدفعش فلوس لحد بيسرقك او بينتهك ادميتك",4,2022-08-30
mostafanagi88, الجيزة ,وداعا زفت #فودافون بعد ٢٠سنه معاهم غيرت الشريحه بنفس الرقم,0,2022-08-30
Tasneemmady27, الجيزة ,"انا افتكرت حاجة مهمه استحق يتسقفلي عليها
  اني لما كنت ف فودافون، مكنتش بروح ابدا متأخر ومكنش بيتخصملي بسبب التأخيرات و دي حاجة يتسقفلي  عليها صراحة ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",0,2022-08-30
Habibamansour0, الجيزة ,"اول حاجه ينعل ابو اليوم الي حولت خطي في بيزنس 
تاني حاجه ينعل الخدمه الصوتيه بتاعت فودافون عشان مخلين انسان آلي يكلمني تقولي ممكن تقولي استفسارك و انا هساعدك اقولها عاوزه اكلم خدمه العملا تقولي طبعا تقدري تكلمي خدمه العملا و تقفل في وشي😡😡😡😡😡",0,2022-08-29
Ahmed17610509, الجيزة ,امتلك خط رقم 01201388822 كان يتبع موبينيل ومن كثره مشاكل الشركه حاولت الخط لشركه اتصالات قامت الشركه اليوم ببيع نفس الرقم لاحد العملاء والامر الذي جعل من الرقم يرن على الموبايل الخاص بي هذا لا يليق https://t.co/Q4KTAap4zQ,0,2022-08-29
iimw21, الجيزة ,يارب يومي قبل امي الله يحفظها ويمدها بصحة والعافيه,1,2022-08-29
GehanRaslan, الجيزة ,هى فودافون فيها مشكله؟؟,5,2022-08-29
3B8far, الجيزة ,حوار أن اتصالات بقيت حمرا ده مش داخل دماغي,17,2022-08-29
sahrularekboiz, الجيزة ,شعري لونه orange وانتوا؟!,0,2022-08-29
Evergloww_, الجيزة ,انا كسبت 5 جنيه من اتصالات 🙃,0,2022-08-29
SafaaAly14, الجيزة ,انا طفشت من اتصالات بسبب ناس شبه كده https://t.co/Ml0jeAS30b,2,2022-08-29
shawky152000, الجيزة ,"الربح من الانترنت والسحب علي فودافون كاش وجميع الشبكات 250 جنيه !
https://t.co/4YmFs2l7Ry",0,2022-08-29
mhmd_mostafaa, الجيزة ,لما متشوفش شركة اتصالات حكومية بتاعه البلد وتشوف شركة بتاعه كيكة صاحبها رجل اعمال 😂😂 #اديني_في_التفاهة https://t.co/EJljg4m5bq,0,2022-08-29
safaa_dawood, الجيزة ,"ابليكشن انا فودافون مش شغال وعملت ابديت بيديني بيانات الدخول غير صحيحه 

@VodafoneEgypt",1,2022-08-29
Moeeamiin, الجيزة ,كلموا فودافون technical support يحللكوا المشكلة https://t.co/PtBiYU7yh0,0,2022-08-29
NewsElmostaqbal, الجيزة ,"فرصة عمل جديدة في ""أورانج"" اعرف التفاصيل - https://t.co/U1WqFSjLWe https://t.co/sQZl3b1arL",0,2022-08-29
luliaaan, الجيزة ,"أنا مش حافظة رقمي الحالي أصلا
ولما حد بيطلبه مني بعمل كود فودافون*878#
عشان يطلعلي الرقم😭💔 https://t.co/PB2hLtJUQ2",3,2022-08-29
kora_fal3arda, الجيزة ,فرص عمل لا تعوض.. قدم ورقك بسرعة!! ..فودافون قطر تعلن عن فرص توظيف للقطريين والمقيمين https://t.co/t3EwAJKJRV,0,2022-08-29
Osama205taher, الجيزة ,"تجربه حقيره عديت بيها 
روحت فرع فوري بلس @Fawrypayments  عشان ابعت فلوس عادي
راحت الموظفه عملتلي محفظه تبع بنك CiB 
و لغتلي محفظه فودافون كاش
و مشيت من قدامها و المحفظه مش شغاله أصلا ..
ف قررت ألغيها
اروح لفودافون قالولي روح فوري إلغي المحفظه
روحت فوري بلس تاني",0,2022-08-29
HassanM42779799, الجيزة ,احب اشكر شركة فودافون على تواصلهم معايا على الاكونت الرسمى الخاص بهم @VodafoneEgypt 💫 https://t.co/D1aphvYWQ4,1,2022-08-29
hossam167594, الجيزة ,شعري لونه orange وانتوا؟!,0,2022-08-29
HassanM42779799, الجيزة ,"جماعة جماعة 
هى شبكة فودافون فيها مشكلة 
الباقة خلصت والنت لسه شغااااال 
اخراااابى 😂😂😂😂",24,2022-08-29
kora_fal3arda, الجيزة ,اعرف من عندنا احنا وبس جميع أكواد شبكة فودافون المهمة والمختصرة الجديدة 2023 وشغل خاصية الهاتف المطلوب غير متاح https://t.co/pHidqp8d0c,0,2022-08-28
cairo24_, الجيزة ,#شوبير: #الأهلي لم يُجرِ اتصالات رسمية مع #فايلر لكن البعض تطوع بالتواصل معه ورفض العودة https://t.co/1sw2tWsvPe,9,2022-08-28
kora_fal3arda, الجيزة ,جهز باسبورك هتقبض بالريال!!.. فودافون قطر تعلن عن توافر عدد من الوظائف الخالية بمرتبات خياليه.. تعرف على الشروط و رابط التقديم https://t.co/au4YI24ewR,0,2022-08-28
true_egy, الجيزة ,انا لما بحب حد بملا حياته منشنات و اتصالات و messages كتير قلق كدا قلق.,0,2022-08-28
elslam_kareem, الجيزة ,"منصحش اي حد بالتعامل مع شركة فودافون اسوء خدمة واسوء خدمة عملاء في مصر 
@VodafoneEgypt 
#فودافون_اسوء_خدمة_في_مصر",0,2022-08-28
hussein_hodhod, الجيزة ,"دا شغل على برنامج تليجرام حقيقى والقبض ع فودافون كاش او فيزه او اى بنك خارج وداخل مصر كل المطلوب انك هتتدخل ع اللينك https://t.co/eiAvVRoTyJ 
وتعمل أبدأ وبكدا اشتغلت وكل الموضوع انك تدخل يومياً والارباح بالدولار 
القبض 1000 دولار",0,2022-08-28
Moeeamiin, الجيزة ,نفس منطق موظفين فودافون. https://t.co/xSyr8hRP6M,0,2022-08-28
Bigjohne77, الجيزة ,♫ #استمع إلى ”دماغ تانية خالص (مع شيكو و هشا...“ من اتصالات مصر على #أنغامي https://t.co/eD1flU3ifS,0,2022-08-28
Shorouk_News, الجيزة ,"#الشروق| بعد اكتشافه ثغرة آبل.. اتصالات الجزائر توظف الشاب مواز عبد القادر

https://t.co/ZAxKZDuT8b

#الجزائر https://t.co/qkOsQDZzkv",0,2022-08-28
BMagued, الجيزة ,"بتكلم مع ابونا علي حوار كدة و مش موافقة عليه .. لقيته مسك القلم و قالي لا يابنتي تمام وانا هصليلك علي المذبح و فتح نوتة كدة orange و كتب فيها .. 
قولتله لا طالما النوتة البرتقاني ديه خلاص انا موافقة و ضحكته كالعادة اللي بتسندني 🤍🙈✨",0,2022-08-28
MennaSaiieed, الجيزة ,لو سألوني بجد نفسك في ايه يرجع هقول ايام ما كنت شغالة في فودافون..بجد احلي ايام في حياتي كفاية ان فيها ناس سالكة❤️❤️,0,2022-08-28
Egy24Official, الجيزة ,فودافون شريك الاتصالات الاستراتيجي لمؤتمر المناخ Cop27 https://t.co/O3FLk9fsFy,0,2022-08-28
ikalany, الجيزة ,انا مش شحات انا عايز اجدد باقه النت وواقف علي جنيه ونص رصيد 😅😇 فودافون,1,2022-08-28
sahrularekboiz, الجيزة ,شعري لونه orange وانتوا؟!,0,2022-08-28
mmdmmwd36080032, الجيزة ,اتصالات تجري لترتيب لقاء بين رئيس الحكومة لابيد والرئيس الأمريكي بايدن الشهر المقبل بعد خطاب سيلقيه بايدن في الجمعية  العامة للأمم المتحدة. https://t.co/dgxxn3FsC7,3,2022-08-27
mmdmmwd36080032, الجيزة ,"اتصالات من أجل اتحاد بين إيلي أفيدار ورئيس القائمة الموحدة منصور عباس وخوض انتخابات مشتركة. 
قالت مصادر في الموحدة أن القائمة لم تتخذ بعد قرار أن يترشح مرشح يهودي في القائمة. https://t.co/vmDXSpZZbx",1,2022-08-27
medoyosef, الجيزة ,"حرام بلد بحجم مصر تبقي كلها حراميه نت
وي فودافون اورانج اتصالات
وزاره التنظيم القومي للسرقه
#امسك_حرامي_النت_في_مصر",1,2022-08-27
medoyosef, الجيزة ,"احلي حراميه نت
وي فودافون اتصالات اورانج
#امسك_حرامي_النت_في_مصر",4,2022-08-27
antellabokom39, الجيزة ,سبع كباري جداد ومفيش سرير فمستشفي 🥰كلام هايل ويقشعر الجسم فعلا وانت سايب ابوك تعبان وقاعد تعد فالكباري ؟ اي مستشفي هتدخل طواري مش هيخرج قبل عمل الازم وكمان تسيبه فالطواري وانت اعمل اتصالات اعرف فيه اماكن والا لا وبعدين تنقله مش واخده وبتفسحه فالكباري بس غلطته انه خلف عيل عبيط🥰,200,2022-08-27
ask_egypt_, الجيزة ,"🔸من الخاص🔸:

السلام عليكم ورحمة الله وبركاته ..

افضل شركة اتصالات في شرم الشيخ انترنت
باقة بشكل عام و كيف أسعارها و أفضل مكان تاخذ الشريحة منه ؟

#اسأل_مصر",0,2022-08-27
30m3esam, الجيزة ,اعلان احمد حلمي بتاع اتصالات دمه تقيل بشكل ياباااااي,0,2022-08-27
ayayo301, الجيزة ,الحمد لله اني تبع شركة فودافون ودايما عندي الشبكة ضايعه والموبايل غير متاح عشان كدا الرقم اللي بيتصل بالناس كلها ما اتصلش بيا ولا حد بيعرف يتصل بيا اصلا 😂❤️,3,2022-08-27
Tima32516397, الجيزة ,انا لما بحب حد بملا حياته منشنات و اتصالات و messages كتير قلق كدا قلق.,0,2022-08-27
hardiabd912, الجيزة ,شعري لونه orange وانتوا؟!,0,2022-08-27
ahmedmoham_1911, الجيزة ,"حوالي 27 يوم - اورانج
وده بالنسبة للي بسمعه من شكاوي الناس رقم محترم 😅 https://t.co/9O0nZPYHQB",0,2022-08-27
iimw21, الجيزة ,يارب طمن قلب صديقتي  بكل ماهو خيراً لها 💔,1,2022-08-27
ehassany, الجيزة ,"شركة اورانچ بتسرقنا  وفاكرانا مش واخدين بالنا 
بصوا فى الرسايل اللى بتجيلكم ياجماعه ودققوا @Orange_Egypt",5,2022-08-27
shRook_ziada, الجيزة ,حاسه ان فودافون وموبينيل بيعايروني وكل شويه جدد الباقه جدد الباقه م الصبر يومين وهقبض وكله هيتسد يا عرر 😂🤦🏽‍♀️🤦🏽‍♀️💔,2,2022-08-27
waitandsee1987, الجيزة ,"بؤس ابن وسخه
اللي هو الرجاله مبقتش تكمل الساعه اصلا ولو حتي كلام فبقي يحسبوا بالدقيقه
ده ولا عرض فليكس ٦٠ من فودافون https://t.co/n8XQnwtjIa",4,2022-08-26
mahmoudmokhliss, الجيزة ,هو لو عاوز الغي النت  من  @Orange_Egypt بياخد وقت قد ايه,0,2022-08-26
ElbahnasawyOnna, الجيزة ,ده مابكملش عشر ايام والنت بيخلص اورنج فودافون حراميه علنى ويقولك استهلكت  ٢٠٠جيجا ليه شركه 😳😡 #امسك_حرامي_النت_في_مصر,1,2022-08-26
ictmisrcom, الجيزة ,فودافون تؤكد: حدث عطل بالفعل..وكل التحويلات نجحت https://t.co/uyIaiCibm9,0,2022-08-26
kora_fal3arda, الجيزة ,“فلوسكم في أمان”.. أول رد من فودافون بعد أزمة تحويلات «فودافون كاش» https://t.co/qRhNY9Akk3,0,2022-08-26
MariamT98184581, الجيزة ,"شباب 
معايا كرت اتصالات فيه 5ارقام اتمسحو عاوز طريقه اشحنو بيها؟؟. 🙂",0,2022-08-26
shawky152000, الجيزة ,الربح من الانترنت والسحب علي فودافون كاش وكل الشبكات 50 جنيه يوميا ! https://t.co/jGRvPP8Igp via @YouTube,0,2022-08-26
sokra1911, الجيزة ,"وانا اللي كنت بتريق ع فودافون
طلعوا بيسرقوني😂😂😂😂😂😂",1,2022-08-26
OmarrShaker, الجيزة ,أهلي بوما ويرجع فودافون في وش الفانلة ومش عايز حاجة تاني https://t.co/gn8W3BHNP7,18,2022-08-26
kora_fal3arda, الجيزة ,عاجل ورسميًا من فودافون كاش الآن إلى جميع العملاء https://t.co/iXiqP37loR,0,2022-08-26
A7medNagy14, الجيزة ,عرض فودافون ريد مغري اوي بصراحة بس مش هيخليني احوش خالص,1,2022-08-26
MohamedZakouk78, الجيزة ,"أغنية : ستو أنا - غناء : أكرم حسني و أيتن عامر و كريم صالح - إنتاج : 2022 إسمعها
الموسيقي دلوقتي على تطبيق Anghami 
إدخل على اللينك : https://t.co/tvn4yr8Yo4
لعملاء إتصالات @AkramHosny @AYTENAMER @anghami @EtisalatEgypt ❤❤❤❤❤❤❤❤❤❤❤🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰😍😍🎼🎶🎧 https://t.co/Tk77CUuCSz",19,2022-08-26
mmdmmwd36080032, الجيزة ,"كشفت صحيفة ""الأخبار"" اللبنانية، صباح اليوم الجمعة 26 أغسطس 2022، تفاصيل اتصالات سياسية بين الفصائل الفلسطينية في قطاع غزة والوسيط المصري
وقالت الصحيفة، إن ""اتّصالات سياسية جرت خلال اليومَين الماضيَين بين الفصائل الفلسطينية والوسيط المصري، جرى فيها استعراض خطورة الإجراءات",0,2022-08-26
hussein_hodhod, الجيزة ,"ياجماعة بما أن كلنا عنده تليجرام😍😍 في مكسب كبير من التليجرام بيوصل 500 دولار ف الأسبوع والحلو أن السحب فودافون كاش على طول ❤️🥳🥳

الرابط أهو وادعيلي 🧡https://t.co/uksmsiPULw https://t.co/AA6UW24pwu",1,2022-08-26
hussein_hodhod, الجيزة ,"اللي منزل برنامج تليجرام .. دا شغل علي برنامج تليجرام حقيقي والقبض ع فودافون كاش او فيزه او اي بنك خارج وداخل مصر 
كل المطلوب انك هتتدخل ع اللينك 
وتعمل أبدأ وبكدا اشتغلت وكل الموضوع انك تدخل اعضاء والارباح بالدولار والله مش هتندم جرب ومش هتخسر حاجه 

https://t.co/eiAvVRGuqh",1,2022-08-26
hussein_hodhod, الجيزة ,"بما انك في إجازة ومش لاقي تعمل حاجة 😉دا شغل علي برنامج تليجرام  والقبض اسبوعي علي فودافون كاش او فيزه أو أي بنك خارج وداخل مصر كل المطلوب منك انك هتتدخل علي اللينك وخد الخطوة جد💪 
وتعمل ابدا وبكدااشتغلت وكل الموضوع انك تدخل أعضاء والأرباح بالدولار   https://t.co/uksmsiPULw",0,2022-08-26
Salma_El_Sayed, الجيزة ,اي نعم انا بقالي شهر بنزل تدريب خدمه عملاء بس النهارده شتمت مدير في خدمه العملاء بتاعت اتصالات عشان غبي و اللي عينه عايز الحرق و اتصالات دي شركه وسخه كده كده و كويس اني مسبتلوش الدين بصراحه ع غباؤه و وقتي اللي ضيعه,0,2022-08-26
kora_fal3arda, الجيزة ,بيان عاجل من فودافون بشأن العطل الفني الخاص بالرسائل المؤكدة على المعاملة وسحب عشرات الآلاف وقتها https://t.co/vIGkW6rNji,0,2022-08-25
ElGornalgy, الجيزة ,"فودافون: ما حدث عطل فني خاص بالرسائل المؤكدة على المعاملة.. وجرى حله   
https://t.co/4ra9vxtpAW",0,2022-08-25
SpeedNews_eg, الجيزة ,"فودافون تراجع عمليات ""كاش"" و تردّ المتكرر منها https://t.co/sEEXgCxjw0",0,2022-08-25
KhbrkNews, الجيزة ,فودافون: ما حدث عطل فني خاص بالرسائل المؤكدة على المعاملة.. وجرى حله – اقتصاد https://t.co/r4yEIwobdW,0,2022-08-25
ArqaamTm, الجيزة ,فودافون تراجع عمليات كاش و تردّ المتكرر منها… والعطل الفني خارج عن إرادة الشركة وتم إصلاحه في وقت قياسي https://t.co/QEUtMHM3W1,0,2022-08-25
JustNowOne, الجيزة ,"#فودافون #فودافونكاش #محافظالمحمول #التحويلاتالمالية #تحويلالأموال فودافون تكشف سبب مشكلة ""فودافون كاش"".. وتؤكد: رد التحويلات للعملاء - اليوم السابع https://t.co/fydC3ncw5L SignUp HiPeople",0,2022-08-25
HamedBarakat8, الجيزة ,"مطلوب للتعيين  مهندس من محافظة الفيوم  للعمل في مجال الصيانة ATM
الشروط : 
خريج حديث أو خبرة سنتان
تخصص ميكاترونيكس او اتصالات أو اليكترونيات أو كهربا أو كمبيوتر ٥ سنوات 
محل الاقامه الفيوم مركز اطسا نفسه أو قريب منه 
 
kk1132@fayoum.edu.eg
او واتس علي 
01050512450",1,2022-08-25
Tech____Review, الجيزة ,"🚨🚨 ""فودافون كاش"" تراجع عملياتها وتردّ المتكرر منها.. 

كان فيه عطل في خدمة فودافون كاش يوم الثلاثاء اللي فات ، وكتير من العملاء اشتكوا منه، الشركة ردت وعلقت على القصة دي.

🗣 تفاصيل أكتر 👇||
https://t.co/Vp6eMwhUFb

#تيك_ريفيو
#تبسيط_التكنولوجيا https://t.co/lk0GetSaWB",0,2022-08-25
AmwalalghadAR, الجيزة ,"#فودافون تراجع عمليات «كاش» وتردّ المتكرر منها.. وتؤكد: العطل الفني خارج عن إرادتنا
https://t.co/uyIn7iuaye",0,2022-08-25
lhzanews, الجيزة ,حل مشكلة «فودافون كاش» ورد التحويلات المتكررة للعملاء https://t.co/nvi1645aKu,0,2022-08-25
Omda1981m, سوهاج ,فودافون كاش رجعت فرض رسوم علي تحول الفلوس عشره جنيه علي العمليه الوحده بعد مكانت من عير رسوم والطبيعي إنها تبقي من غير رسوم وأكيد باقي الشركات الوسخه اللي في مصر عملت نفس الحركه الوسخه دي https://t.co/F25JN1QLhE,0,2022-07-08
HZogzogi, سوهاج ,"شركه الاتصالات يا ا /خالد حجازي في فلوس في اتصالات كاش مفيش حد بي سعاعدنا شوف الموظفين بتوع الشركه    
خالد حجازي رئيسا تنفيذيا لقطاع الأعمال في ""اتصالات مصر"" https://t.co/lwK8EhmImp",1,2022-07-01
FatmaHa04818820, سوهاج ,في فودافون اشتغلت اسبوع واخدت ٩٠٠😂 https://t.co/GolNGjV9QX,0,2022-07-01
abdomahmoud__, سوهاج ,اثير الجدل واقول أن إعلان وي و فودافون اجمل اتنين https://t.co/WllWJliyYz,3,2022-04-06
ahmdfwa66855957, سوهاج ,اعلان فودافون لاينصح مشاهدته للسناجل اللي زي حالتنا 😂😂💔💔💔💔,12,2022-04-02
Abdo_Aly9, سوهاج ,فودافون دلوقت https://t.co/KzYAkcxrXi,2,2022-03-30
Mohamed78999055, سوهاج ,"طلبات صداقة 0

طلبات مراسلة 0

إتصالات 0

رسائل 0

نفسيتي تحت ال صفر

اللهم إن كان سحرا فأبطله.",1,2022-01-22
mai_7575, سوهاج ,فودافون جددتلي الباقه ع النوته و أنا والله م معاياا فلس اجيب كارت فكهه حتى 😂💃🏻💃🏻,2,2022-01-21
7amo199, سوهاج ,"ازاي يبقا معايا خط من سنين وفجأة كده حد ياخدو وانا شغال عليه وكمان عليه رصيد وعادي جدا
شركات بقت خرا @Orange_Egypt",0,2022-01-15
ahmedharidy94, سوهاج ,"ليه السمك بيخاف من اتصالات ٠؟
علشان اقوي شبكة في مصر",0,2021-12-30
ezzat121121, سوهاج ,وإنا رايح فودافون بعد كده 😂 https://t.co/rSR80dV4v2,2,2021-11-22
Khalifa1902, سوهاج ,عمري ما كنت عليها بخيل..كلمتها من اتصالات وهي موبينيل😟,3,2021-09-30
NasefDarwish, سوهاج ,الدول لا تقاس بمساحتها الجغرافية ولا بعدد سكانها ولكن بحكمة قادتها وقطر في الايام القادمة ستكون قاطرة للدول العربية  وهذا ما نراه كم رئيس دولة عظمى أجرى اتصالات مع الشيخ تميم يومياً من بايدن الى ميركل هكذا تكون السياسة مش فرد عضلات اتمنى من كل قلبي التقدم لدولة قطر وكل الدول,1,2021-09-02
Yousef2412004, سوهاج ,حمدالله على السلامة 😂😂😂الشركه عملتها معاكي ولا اي 😂فودافون اصعب من كدا بكتير 😂😂😂😂 https://t.co/uijpU3qUSP,0,2021-08-21
TalaatAldeen, سوهاج ,"مش عايز اكسب وحدات من فودافون 
كفاية الوحدة اللي ان فيها..🙂💔",0,2021-08-13
Eslammostafa89, سوهاج ,"انا من يومين عملت باقه إنترنت إتصالات ب 250 جنيه  بس خلصت من شوية ..
هو ده الاستهلاك العادي ولا دا كتير🤦🏻‍♂️",0,2021-07-05
waleedtarek5231, سوهاج ,فودافون عاملة اعلان لشيريهان مش العكس,8,2021-04-13
MTefa12, سوهاج ,اعلان فودافون ف منتهى القرف..,7,2021-04-13
ibrahimhazeem99, سوهاج ,شبكه اتصالات عندي في ذمة الله 😪,0,2021-04-08
ahmedas40744346, سوهاج ,والله ي حوده صاحبك بتاع فودافون لو قدم بحريه عندنا هندخله رابعه ع طول ده لو مستلمش الشاهده من ع البوابه بره 😂😂😂 https://t.co/SnTxBPrglN,14,2021-03-28
AbdallaElkarn, سوهاج ,إعلان أحمد حلمى بتاع إتصالات قولا خالص😅,0,2021-03-18
Boda76342985, سوهاج ,"عظمه تامر عاشور بقول عادى :]  شكرا فودافون  ♥
#بقول_عادى♥️🎼 https://t.co/f6MOERnHCn",397,2021-03-02
otrkathraa, سوهاج ,"قال رسول الله صلى الله عليه وسلم: (والصدقة تطفيء الخطيئة، كما يطفئ الماء النار). 💙
_ ربما صدقة منكم تشفي مريض وتخفف عنه .. تصدقوا بأقل حاجة يمكن تكونوا السبب فـ انقاذ روح ، ربنا يشفي كل مريض🤍

للتواصل أو التبرع فودافون كاش : 01032524656

#أترك_أثرًا
#لتلقي_روحنا_جنه💙✨ https://t.co/zPvqLdRX3V",2,2021-01-12
otrkathraa, سوهاج ,""" من ذا الذي  يُقرض الله قرضًا حَسنًا فيُضاعِفهُ لهُ أضعافًا كثيرةً""

 الحمدلله حمدًا طيباً مباركاً فيه تم جمع  4200 جنية من تكلفة جهاز الأكسجين والمتبقي 4800 جنية 💚

السهم:  20جنية

للتواصل أو التبرع فودافون كاش :01032524656

#أترك_أثرًا
#مبادرة_الناس_للناس💚🍃 https://t.co/J9lBRWlhCB",2,2021-01-11
otrkathraa, سوهاج ,"عندما ننوي السعي في سبيل الله تنفتح لنا السُبُل.🌱💚
اللهم بارك جمعنا 3800ج من تكلفة جهاز الاكسجين ومُتبقي 5200 .. 
عاوزين نقدر ننقذ حالات كورونا في العزل المنزلي اللي بيحتاجوا أكسجين بشكل مستمر 
للتواصل أو التبرع فودافون كاش : 01032524656
#أترك_أثرًا🌱
#مبادرة_الناس_للناس https://t.co/7vY4YNqOOz",2,2021-01-11
